location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
Children First Network 210 ,N210,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Student Wellness Programs,M05W,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Translation Unit,CAAA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Public And Community Affairs,CAAB,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cbo Networks And After - School Programs,M268,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Youth Dev. & School-Community Services,M264,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
General Counsel,MAAC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Chief Of Staff,M269,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Zoning And Regulations,M062,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Senior Counselor For Education Policy,M270,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N113 CFN Transfer Utility for Schools,T113,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N571 CFN Transfer Utility for Schools,T571,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Operational Network 536,W536,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division of School Support,MDSS,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Technology-Office of Accountability,M07T,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Research Policy Support Group,M07U,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Career & Technical Education,M07V,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Smaller Learning Community,M07W,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Market Maker,M07X,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Guidance,M07Y,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Field Operations,M07Z,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Evaluation and Performance Reporting,M08A,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office of School Improvement,M08B,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office of Superintendents and Support,MOSS,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN1,IRC1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN2,IRC2,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS Cluster 05 Transfer Utility for CFNs,TUC5,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN11,IR11,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN13,IR13,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN14,IR14,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN20,IR20,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Teacher Reserve CFN9,IRC9,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS Cluster 06 Transfer Utility for CFNs,TUC6,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Space Planning,M08C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Empowerment Cluster ESO-Transfer Utility Locations,TUEO,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division of School Support-Transfer Utility Locations,TUDS,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Empowerment Cluster 2ESA-Transfer Utility Locations,TUEA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
SATIF/Superintendent 66,AF66,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
P.S. Elem Site - School Coverage (Short Term),DH01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - PS MS Site - School Coverage (Short Term),DH02,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - PS HS Site - School Coverage (Short Term),DH03,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE-NPS IEP-School Coverage (Short Term),DH04,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - PS D75 Site - School Coverage (Short Term),DH05,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - School Coverage (Long Term),DH06,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE-NPS IEP - School Coverage (Long Term),DH07,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - PS D75 Site - School Coverage (Long Term),DH08,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - Transportation,DH09,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - Special Events,DH10,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE school Trip,DH11,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - After School,DH12,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - Temp. Asst. Coverage,DH13,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - SBHC,DH14,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - One to One,DH15,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE - RSA (Independent Providers),DH16,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH - PS Elem Site - School Coverage (Short Term),DH17,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH - PS MS Site - School Coverage (Short Term),DH18,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH - HS Site - School Coverage (Short Term),DH19,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH - NPS - School Coverage (Short Term),DH20,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH School Coverage (Long Term),DH21,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH - NPS - School Coverage (Long Term),DH22,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH - Temp. Asst. Coverage,DH23,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHN - SBHC,DH24,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Bus & Comm Relations,M01E,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of The Secretary,K01S,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Youth & Community Develop,M01M,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Payroll D. 46,M02Q,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
D.51 Annual & Admin. Hourly,M03C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Div Of Assess & Acct Re/Tl Otp,KRE2,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Instructional Technology,C150,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Off. Of English Lang. Learners,C430,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Assessment And Accountability,K0A8,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Chief Financial Officer,C100,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Deputy Chancellor,M016,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Operational Support Unit,M03B,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office of Student Enrollment,M02E,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
High School Suspension Intakes,K080,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Youth Development/Student Support,K08L,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Labor Relations,K02J,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 27- Indirect Cost,QI27,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 13- Indirect Cost,KI13,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 22- Indirect Cost,KI22,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 30- Indirect Cost,QI30,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 03- Indirect Cost,M04M,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor For Teaching And Learning,K00M,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Strategic Partnerships,K00Q,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - Operations,K00D,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Intergovernment Affairs,C101,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Charter Schools,K01D,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Special Education Initiatives,C120,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office of Safety and Youth Development,M01H,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
H.S. Extended Suspension Place,K083,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep Chanc Instr - Comm Supt Of,K01Q,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Zoning Unit,M01O,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office For Corporate Partnersh,M01K,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Postsecondary Planni,K087,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Uniform Curriculum,M01A,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Div Of Assess & Acct Re/Tl Otp,KRE1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Orcs,M02F,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dsss,M02H,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
"Fringes, MTA Tax, & CB",M03F,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Funded Programs,M027,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Student Affairs,K08C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Impact Ii Program,K03P,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Tweed Business Center/Personne,K06W,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep Chanc Instr - Supts Office,K01P,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Communications Office,M01I,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Comm Schl Dist Aff & Muni Rel,M01L,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Assessment And Accountability,M03D,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor For Operations,K02A,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Arts Projects/Annenberg Arts,M03E,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Emergency Information Center,K01W,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of High School Admissio,K08B,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of The Chancellor,M01G,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Administrative Budget,K03R,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Legal Services,M01J,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Teacher Centers Program,K03Q,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dsss - Cdc Pgms/Hiv/Stop Dwi/E,K02Q,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dsss - Child Abuse,K02E,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Leadership Academy,XLDA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Y&D Multiple Pathways,K02H,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dsss - Related Serv.-Impartial,K079,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep. Chancellor-Virtual Ent,M069,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Chncellor-Acad. Travel T,M071,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep. Chancellor-Acad. Of Finance,M074,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District #91,M078,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - Justice Resourse Center,M082,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M086,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Career Technical Ed. (The Learning Program),M093,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - Government And Grants Program,M095,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Training,M141,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M147,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Titile 1 Ses,M156,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Intervention Program,M159,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M160,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M181,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D),M193,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M205,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M213,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M214,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M215,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Title Ii Pt D Technology,M216,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M219,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D),M220,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M221,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M222,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Title Ii - Sig,M227,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Salute To Music,M228,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
All City Music,M229,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M230,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M231,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D),M235,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor (T.B.D.),M236,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M238,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M239,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M240,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M248,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District #96,M249,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
New Schools Development Office,M251,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Ses - Per Session,MAAA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Government And Grants Program,C140,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Arts And Special Projects,C160,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Secondary School Reform,C130,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep. Chancellor-Place. & Ref.Ctr,M067,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District # 94,M259,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District # 93,M257,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District # 92,M254,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep. Chancellor- Central Allocation,M261,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dep. Chancellor- Co-Op Education,M262,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Deputy Chancellor - (T.B.D.),M232,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 18- Indirect Cost,KI18,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 23- Indirect Cost,KI23,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 26- Indirect Cost,QI26,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Assessment And Accountability,K00F,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 17- Indirect Cost,KI17,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 04- Indirect Cost,M04N,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Dept Of Education,M04Q,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Legal Svcs. & Labor Rel.,K00X,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
