location,dbn,buildingName,buildingCode,address,waterTesting,elevatedResults,healthDptProtocolImplemented,dateLastTested,elevatedSamples,totalSamples,note
Deputy Chancellor Of Finance & Administration,K01C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 09- Indirect Cost,XI09,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 10- Indirect Cost,XI10,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 11- Indirect Cost,XI11,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 02- Indirect Cost,M04L,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 14- Indirect Cost,KI14,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 15- Indirect Cost,KI15,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Public Affairs,K00G,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of Senior Counselor Y&D,M00A,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 21- Indirect Cost,KI21,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 32- Indirect Cost,KI32,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 24- Indirect Cost,QI24,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Chief Financial Officer,K01F,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 08- Indirect Cost,XI08,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 20- Indirect Cost,KI20,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 05- Indirect Cost,M04O,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 31- Indirect Cost,RI31,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Office Of The Chancellor,M00F,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
"Csda, Monitoring & Mun. Rel.",K00C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 07- Indirect Cost,XI07,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 16- Indirect Cost,KI16,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 1 - Indirect Cost,M04K,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 12- Indirect Cost,XI12,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 28- Indirect Cost,QI28,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Community School District Affairs,K00O,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Chancellor's Dem. Schools,K0ML,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 19- Indirect Cost,KI19,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 06- Indirect Cost,M04P,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Csd 25- Indirect Cost,QI25,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Fringes MTA TAX (NCLB),M00H,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,MD95,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District 95 Transfer Utility for Leaves and Sabbaticals,ZTR1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - DSS CSE Transfer Utility,MD92,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS Cluster and CFN Transfer Utility,MD94,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N521 CFN Transfer Utility for Schools,T521,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,FL01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,FL02,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,FL04,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,FL05,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,FL06,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Budget Only Location - School TU,MD96,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - ARIS LOCAL,ARAL,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Common Core,ARCC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Community Portal,ARCP,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Fitness,ARFT,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - ILS,ARIL,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - iZone,ARIZ,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Literacy Assessment,ARLA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - ARIS Link,ARLK,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - ARIS Learn,ARLN,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - NPS,ARNP,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Pro Admin CBF,ARP7,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Pro Admin,ARPA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Pro Eval,ARPE,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - Network,ARRN,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - School One,ARSO,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - TPMS,ARTP,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARRA - NYCVS,ARVS,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
P311,CC01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Title I SES),CO02,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (NYSTL),CO03,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Core Curriculum),CO04,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Telephones),CO05,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Copiers),CO06,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Teacher's Choice),CO07,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - BERS,CPT1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - FIT,CPT2,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - LV Audit Fees & Claims,CPT3,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - NYPD,CPT4,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - SCI,CPT5,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
E-Learning,EL01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Health & Fitness,HF01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP02 ,PP02,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP03 ,PP03,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DHOHM Special Events,DH25,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Summer contracting agency,DH26,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Summer RSA,DH27,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
LEAD location,LEAD,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP05 ,PP05,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP06 ,PP06,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP07 ,PP07,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP08 ,PP08,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Division Of Portfolio Planning PP09 ,PP09,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE Summer Transportation Agency Nurse,DH28,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE Summer 1:1 Agency Nurse,DH29,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE Summer Trip Agency Nurse,DH30,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE Prior Year Charges Agency Nurse,DH31,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOE Prior Year Charges RSA,DH32,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DOHMH Prior Year Charges,DH33,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
School of One,M19P,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Div Of Financial Systems & Business Ops ,PEP1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers D97,R07C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers D79,R09C,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers-Brooklyn,RBKC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers-Bronx,RBXC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers-Manhattan,RMAC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers-Queens,RQUC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Reassignment Centers-Staten Island,RSIC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - UFT,CPT6,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - Support & Intervention,CPT7,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - Microsoft Licenses,CPT8,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Pass Thru - Non Res Tuition,CPT9,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cluster 05 (FHI360),CL51,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cluster 05 (CUNY),CL52,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cluster 05 (CEI-PEA),CL53,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cluster 05 (Replications),CL54,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cluster 05 (Fordham),CL55,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Cluster 05 (New Visions),CL56,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District 97 Budget,MD97,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District 97 Transfer Utility,TUD4,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
New Budget Location CE01,CE01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
OCGF Grant,CG01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
OCGF Finance,CG02,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Title I NCLB),CO01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
New Budget location CP01,CP01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Operational Network 103,W103,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
District 79 Transfer Utility,TUD5,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
School Extended Use,ELEX,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS Cluster and CFN Transfer Utility,TUD1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS Cluster 05 Consolidation,CL05,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
FBSR Central Budget,FB01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Operational Network 101,W101,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Judgment and Claims,DFJC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Computers for Youth,M10B,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Common Cents,M10D,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Simon Wiesenthal,M10E,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Materials for Arts,M10F,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
PS11,PS11,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
UFT Safety/Victim Assistance,CSVA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
School Based Performance Incentive,SBPI,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other (Central and Microsoft Licenses ),CO08,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Central Other - Non Res Tuition,CO09,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARDI,ARDI,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Children First Network 611 ,N611,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
C4E Virtual Learning,C4AR,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
C4E College Prep,C4CP,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
C4E Fringe,C4FR,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
C4E Leadership Academy,C4LA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
C4E School Leader & Teacher Quality,C4TQ,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Member Items Special Projects,MISP,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
State Projects,SPCC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Challenger Space Center,MCSC,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Urban Advantage,MUA1,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
D79 Leaves and Sabbaticals TU Only,DTRD,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
D97 Leaves and Sabbaticals TU Only,MTRM,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DH34 - DOE - Summer Special Events,DH34,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
New Leader New Schools,F201,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Aspiring Principals,F200,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
LEAP program,F202,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
ARIS Learn,F203,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Related Services Contracts,KIHO,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Field Operations,MOPS,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS Holding Location People Without Jobs,MWOJ,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS CSE Transfer Utility,TUD2,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Field Support Center D75,D075,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Reserve - Brooklyn,IRBK,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Reserve - Bronx,IRBX,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Reserve - Manhattan,IRMA,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Reserve - Queens,IRQU,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
Absence Reserve - Staten Island,IRSI,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
DSS CFN School Transfer Utility for Schools,TUD3,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
CL06 Cluster Transfer Utility,TL06,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
CL05 Cluster Transfer Utility,TL05,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
CL04 Cluster Transfer Utility,TL04,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
CL02 Cluster Transfer Utility,TL02,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
CL01 Cluster Transfer Utility,TL01,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N101 CFN Transfer Utility for Schools,T101,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N102 CFN Transfer Utility for Schools,T102,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N103 CFN Transfer Utility for Schools,T103,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N104 CFN Transfer Utility for Schools,T104,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N105 CFN Transfer Utility for Schools,T105,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N106 CFN Transfer Utility for Schools,T106,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N107 CFN Transfer Utility for Schools,T107,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N108 CFN Transfer Utility for Schools,T108,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N109 CFN Transfer Utility for Schools,T109,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N110 CFN Transfer Utility for Schools,T110,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
N201 CFN Transfer Utility for Schools,T201,CENT HEADQUARTERS - MANHATTAN,M860,52 CHAMBERS STREET MANHATTAN 10007,Yes,No,Yes,,,,
